Citations,Authors,Title,Year,Source,Publisher,Branch,Keywords,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
89,"Adrian Poncealvarez, Alexander Thiele, Thomas D Albright, Gene R Stoner, Gustavo Deco",Stimulus-dependent variability and noise correlations in cortical MT neurons,2013,Proceedings of the National Academy of Sciences of the United States of America,,Computational and Cognitive Neuroscience,"Stimulus (physiology), Sensory system, Second order statistics, Population, Neural system, Nerve net, Multistability, Machine learning, Encoding (memory), Computer science, Biological system, Artificial intelligence",http://europepmc.org/articles/PMC3740826,,53,06/05/2020 21:15,Journal article,10.1073/PNAS.1300098110,,,110,32,13162,13167,89,12.71,18,5,7,"Population codes assume that neural systems represent sensory inputs through the firing rates of populations of differently tuned neurons. However, trial-by-trial variability and noise correlations are known to affect the information capacity of neural codes. Although recent studies have shown that stimulus presentation reduces both variability and rate correlations with respect to their spontaneous level, possibly improving the encoding accuracy, whether these second order statistics are tuned is unknown. If so, second-order statistics could themselves carry information, rather than being invariably detrimental. Here we show that rate variability and noise correlation vary systematically with stimulus direction in directionally selective middle temporal (MT) neurons, leading to characteristic tuning curves. We show that such tuning emerges in a stochastic recurrent network, for a set of connectivity parameters that overlaps with a single-state scenario and multistability. Information theoretic analysis shows that second-order statistics carry information that can improve the accuracy of the population code."
93,"Noelia Venturacampos, Ana Sanjuan, Julio Gonzalez, Maria Angeles Palomargarcia, Aina Rodriguezpujadas, Nuria Sebastiangalles, Gustavo Deco, Cesar Avila",Spontaneous Brain Activity Predicts Learning Ability of Foreign Sounds,2013,The Journal of Neuroscience,,Computational and Cognitive Neuroscience,"Salience (neuroscience), Psychology, Prefrontal cortex, Parietal lobe, Neuroscience, Nerve net, Human brain, Functional magnetic resonance imaging, Cerebral cortex, Brain activity and meditation",http://repositori.uji.es/xmlui/handle/10234/85436,,65,06/05/2020 21:15,Journal article,10.1523/JNEUROSCI.4655-12.2013,,,33,22,9295,9305,93,13.29,12,8,7,"Can learning capacity of the human brain be predicted from initial spontaneous functional connectivity (FC) between brain areas involved in a task? We combined task-related functional magnetic resonance imaging (fMRI) and resting-state fMRI (rs-fMRI) before and after training with a Hindi dental–retroflex nonnative contrast. Previous fMRI results were replicated, demonstrating that this learning recruited the left insula/frontal operculum and the left superior parietal lobe, among other areas of the brain. Crucially, resting-state FC (rs-FC) between these two areas at pretraining predicted individual differences in learning outcomes after distributed (Experiment 1) and intensive training (Experiment 2). Furthermore, this rs-FC was reduced at posttraining, a change that may also account for learning. Finally, resting-state network analyses showed that the mechanism underlying this reduction of rs-FC was mainly a transfer in intrinsic activity of the left frontal operculum/anterior insula from the left frontoparietal network to the salience network. Thus, rs-FC may contribute to predict learning ability and to understand how learning modifies the functioning of the brain. The discovery of this correspondence between initial spontaneous brain activity in task-related areas and posttraining performance opens new avenues to find predictors of learning capacities in the brain using task-related fMRI and rs-fMRI combined."
110,"Veronica Nacher, Anders Ledberg, Gustavo Deco, Ranulfo Romo",Coherent delta-band oscillations between cortical areas correlate with decision making,2013,Proceedings of the National Academy of Sciences of the United States of America,,Computational and Cognitive Neuroscience,"Somatosensory system, Sensory system, Psychology, Poison control, Parietal lobe, Neuroscience, Frequency band, Elementary cognitive task, Delta Rhythm, Coherence (physics)",http://europepmc.org/articles/PMC3773764,,54,06/05/2020 21:15,Journal article,10.1073/PNAS.1314681110,,,110,37,15085,15090,110,15.71,28,4,7,"Coherent oscillations in the theta-to-gamma frequency range have been proposed as a mechanism that coordinates neural activity in large-scale cortical networks in sensory, motor, and cognitive tasks. Whether this mechanism also involves coherent oscillations at delta frequencies (1–4 Hz) is not known. Rather, delta oscillations have been associated with slow-wave sleep. Here, we show coherent oscillations in the delta frequency band between parietal and frontal cortices during the decision-making component of a somatosensory discrimination task. Importantly, the magnitude of this delta-band coherence is modulated by the different decision alternatives. Furthermore, during control conditions not requiring decision making, delta-band coherences are typically much reduced. Our work indicates an important role for synchronous activity in the delta frequency band when large-scale, distant cortical networks coordinate their neural activity during decision making."
137,"Gustavo Deco, Edmund T Rolls, Larissa Albantakis, Ranulfo Romo",Brain mechanisms for perceptual and reward-related decision-making,2013,Progress in Neurobiology,,Computational and Cognitive Neuroscience,"Synapse, Psychology, Premovement neuronal activity, Prefrontal cortex, Neuroscience, Neural facilitation, Biological neural network, Attractor network, Attractor, Associative property",http://www.oxcns.org/papers/513%20Deco%20Rolls%20Albantakis%20Romo%202013%20Brain%20mechanisms%20for%20perceptual%20and%20reward-related%20decision-making.pdf,,39,06/05/2020 21:15,Journal article,10.1016/J.PNEUROBIO.2012.01.010,,,103,,194,213,137,19.57,34,4,7,"A B S T R A C T Phenomenological models of decision-making, including the drift–diffusion and race models, are compared with mechanistic, biologically plausible models, such as integrate-and-fire attractor neuronal network models. The attractor network models show how decision confidence is an emergent property; and make testable predictions about the neural processes (including neuronal activity and fMRI signals) involved in decision-making which indicate that the medial prefrontal cortex is involved in reward value-based decision-making. Synaptic facilitation in these models can help to account for sequential vibrotactile decision-making, and for how postponed decision-related responses are made. The randomness in the neuronal spiking-related noise that makes the decision-making probabilistic is shown to be increased by the graded firing rate representations found in the brain, to be decreased by the diluted connectivity, and still to be significant in biologically large networks with thousands of synapses onto each neuron. The stability of these systems is shown to be influenced in different ways by glutamatergic and GABAergic efficacy, leading to a new field of dynamical neuropsychiatry with applications to understanding schizophrenia and obsessive–compulsive disorder. The noise in these systems is shown to be advantageous, and to apply to similar attractor networks involved in short-term memory, long-term memory, attention, and associative thought processes."
237,"Gustavo Deco, Viktor K Jirsa, Anthony R Mcintosh",Resting brains never rest: computational insights into potential cognitive architectures,2013,Trends in Neurosciences,,Computational and Cognitive Neuroscience,"Topology, Stable state, Resting state fMRI, Psychology, Neuroscience, Neuroimaging, Network dynamics, Instability, Functional networks, Empirical research, Communication, Cognition",https://ncbi.nlm.nih.gov/pubmed/23561718,,16,06/05/2020 21:15,Journal article,10.1016/J.TINS.2013.03.001,,,36,5,268,274,237,33.86,79,3,7,"Resting-state networks (RSNs), which have become a main focus in neuroimaging research, can be best simulated by large-scale cortical models in which networks teeter on the edge of instability. In this state, the functional networks are in a low firing stable state while they are continuously pulled towards multiple other configurations. Small extrinsic perturbations can shape task-related network dynamics, whereas perturbations from intrinsic noise generate excursions reflecting the range of available functional networks. This is particularly advantageous for the efficiency and speed of network mobilization. Thus, the resting state reflects the dynamical capabilities of the brain, which emphasizes the vital interplay of time and space. In this article, we propose a new theoretical framework for RSNs that can serve as a fertile ground for empirical testing."
292,"Gustavo Deco, Adrian Poncealvarez, Dante Mantini, Dante Mantini, Gian Luca Romani, Patric Hagmann, Patric Hagmann, Maurizzio Corbetta",Resting-State Functional Connectivity Emerges from Structurally and Dynamically Shaped Slow Linear Fluctuations,2013,The Journal of Neuroscience,,Neuronal Networks,"Statistical physics, Resting state fMRI, Open problem, Neuroscience, Method of moments (statistics), Linear model, Equations of motion, Dynamical system, Brain mapping, Biology, Artificial neural network, Anatomy",http://europepmc.org/articles/PMC3718368,,7,06/05/2020 21:15,Journal article,10.1523/JNEUROSCI.1091-13.2013,,,33,27,11239,11252,292,41.71,37,8,7,"Brain fluctuations at rest are not random but are structured in spatial patterns of correlated activity across different brain areas. The question of how resting-state functional connectivity (FC) emerges from the brain's anatomical connections has motivated several experimental and computational studies to understand structure-function relationships. However, the mechanistic origin of resting state is obscured by large-scale models' complexity, and a close structure-function relation is still an open problem. Thus, a realistic but simple enough description of relevant brain dynamics is needed. Here, we derived a dynamic mean field model that consistently summarizes the realistic dynamics of a detailed spiking and conductance-based synaptic large-scale network, in which connectivity is constrained by diffusion imaging data from human subjects. The dynamic mean field approximates the ensemble dynamics, whose temporal evolution is dominated by the longest time scale of the system. With this reduction, we demonstrated that FC emerges as structured linear fluctuations around a stable low firing activity state close to destabilization. Moreover, the model can be further and crucially simplified into a set of motion equations for statistical moments, providing a direct analytical link between anatomical structure, neural network dynamics, and FC. Our study suggests that FC arises from noise propagation and dynamical slowing down of fluctuations in an anatomically constrained dynamical system. Altogether, the reduction from spiking models to statistical moments presented here provides a new framework to explicitly understand the building up of FC through neuronal dynamics underpinned by anatomical connections and to drive hypotheses in task-evoked studies and for clinical applications."
109,"Gustavo Deco, Anthony R Mcintosh, Kelly Shen, R Matthew Hutchison, Ravi S Menon, Stefan Everling, Stefan Everling, Patric Hagmann, Viktor K Jirsa",Identification of Optimal Structural Connectivity Using Functional Connectivity and Neural Modeling,2014,The Journal of Neuroscience,,Computational and Cognitive Neuroscience,"Theoretical models, Theoretical computer science, Small number, Matrix (mathematics), Functional connectivity, Critical point (thermodynamics), Complex network, Cognition, Biology, Biochemistry",https://repositori.upf.edu/handle/10230/23090,,47,06/05/2020 21:15,Journal article,10.1523/JNEUROSCI.4423-13.2014,,,34,23,7910,7916,109,18.17,12,9,6,"The complex network dynamics that arise from the interaction of the brain9s structural and functional architectures give rise to mental function. Theoretical models demonstrate that the structure–function relation is maximal when the global network dynamics operate at a critical point of state transition. In the present work, we used a dynamic mean-field neural model to fit empirical structural connectivity (SC) and functional connectivity (FC) data acquired in humans and macaques and developed a new iterative-fitting algorithm to optimize the SC matrix based on the FC matrix. A dramatic improvement of the fitting of the matrices was obtained with the addition of a small number of anatomical links, particularly cross-hemispheric connections, and reweighting of existing connections. We suggest that the notion of a critical working point, where the structure–function interplay is maximal, may provide a new way to link behavior and cognition, and a new perspective to understand recovery of function in clinical conditions."
131,"Gustavo Deco, Adrian Poncealvarez, Patric Hagmann, Patric Hagmann, Gian Luca Romani, Dante Mantini, Dante Mantini, Maurizzio Corbetta",How Local Excitation–Inhibition Ratio Impacts the Whole Brain Dynamics,2014,The Journal of Neuroscience,,Computational and Cognitive Neuroscience,"Neuroscience, Neurophysiology, Neuroimaging, Neural Inhibition, Nerve net, Fisher information, Excitatory postsynaptic potential, Decorrelation, Coactivation, Biology",http://europepmc.org/articles/PMC4044249,,29,06/05/2020 21:15,Journal article,10.1523/JNEUROSCI.5068-13.2014,,,34,23,7886,7898,131,21.83,16,8,6,"The spontaneous activity of the brain shows different features at different scales. On one hand, neuroimaging studies show that long-range correlations are highly structured in spatiotemporal patterns, known as resting-state networks, on the other hand, neurophysiological reports show that short-range correlations between neighboring neurons are low, despite a large amount of shared presynaptic inputs. Different dynamical mechanisms of local decorrelation have been proposed, among which is feedback inhibition. Here, we investigated the effect of locally regulating the feedback inhibition on the global dynamics of a large-scale brain model, in which the long-range connections are given by diffusion imaging data of human subjects. We used simulations and analytical methods to show that locally constraining the feedback inhibition to compensate for the excess of long-range excitatory connectivity, to preserve the asynchronous state, crucially changes the characteristics of the emergent resting and evoked activity. First, it significantly improves the model's prediction of the empirical human functional connectivity. Second, relaxing this constraint leads to an unrealistic network evoked activity, with systematic coactivation of cortical areas which are components of the default-mode network, whereas regulation of feedback inhibition prevents this. Finally, information theoretic analysis shows that regulation of the local feedback inhibition increases both the entropy and the Fisher information of the network evoked responses. Hence, it enhances the information capacity and the discrimination accuracy of the global network. In conclusion, the local excitation–inhibition ratio impacts the structure of the spontaneous activity and the information transmission at the large-scale brain level."
131,"Mario Senden, Gustavo Deco, Marcel A De Reus, Rainer Goebel, Rainer Goebel, Martijn P Van Den Heuvel",Rich club organization supports a diverse set of functional network configurations,2014,NeuroImage,,Computational and Cognitive Neuroscience,"Repertoire, Psychology, Neuroscience, Network architecture, Human brain, Functional network, Default mode network, Connectome, Communication, Cognitive psychology, Club, Brain function",http://www.ncbi.nlm.nih.gov/pubmed/24699017,,48,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2014.03.066,,,96,,174,182,131,21.83,22,6,6,"Abstract Brain function relies on the flexible integration of a diverse set of segregated cortical modules, with the structural connectivity of the brain being a fundamentally important factor in shaping the brain's functional dynamics. Following up on macroscopic studies showing the existence of centrally connected nodes in the mammalian brain, combined with the notion that these putative brain hubs may form a dense interconnected ‘rich club’ collective, we hypothesized that brain connectivity might involve a rich club type of architecture to promote a repertoire of different and flexibly accessible brain functions. With the rich club suggested to play an important role in global brain communication, examining the effects of a rich club organization on the functional repertoire of physical systems in general, and the brain in particular, is of keen interest. Here we elucidate these effects using a spin glass model of neural networks for simulating stable configurations of cortical activity. Using simulations, we show that the presence of a rich club increases the set of attractors and hence the diversity of the functional repertoire over and above the effects produced by scale free type topology alone. Within the networks' overall functional repertoire rich nodes are shown to be important for enabling a high level of dynamic integrations of low-degree nodes to form functional networks. This suggests that the rich club serves as an important backbone for numerous co-activation patterns among peripheral nodes of the network. In addition, applying the spin glass model to empirical anatomical data of the human brain, we show that the positive effects on the functional repertoire attributed to the rich club phenomenon can be observed for the brain as well. We conclude that a rich club organization in network architectures may be crucial for the facilitation and integration of a diverse number of segregated functions."
217,"Joana Cabral, Joana Cabral, Morten L Kringelbach, Gustavo Deco",Exploring the network dynamics underlying brain activity during rest,2014,Progress in Neurobiology,,Computational and Cognitive Neuroscience,"Resting state fMRI, Psychology, Neuroscience, Neuroimaging, Network dynamics, Modalities, Global network, Electroencephalography, Computational model, Brain activity and meditation",http://www.ncbi.nlm.nih.gov/pubmed/24389385,,20,06/05/2020 21:15,Journal article,10.1016/J.PNEUROBIO.2013.12.005,,,114,,102,131,217,36.17,54,4,6,"Abstract Since the mid 1990s, the intriguing dynamics of the brain at rest has been attracting a growing body of research in neuroscience. Neuroimaging studies have revealed distinct functional networks that slowly activate and deactivate, pointing to the existence of an underlying network dynamics emerging spontaneously during rest, with specific spatial, temporal and spectral characteristics. Several theoretical scenarios have been proposed and tested with the use of large-scale computational models of coupled brain areas. However, a mechanistic explanation that encompasses all the phenomena observed in the brain during rest is still to come. In this review, we provide an overview of the key findings of resting-state activity covering a range of neuroimaging modalities including fMRI, EEG and MEG. We describe how to best define and analyze anatomical and functional brain networks and how unbalancing these networks may lead to problems with mental health. Finally, we review existing large-scale models of resting-state dynamics in health and disease. An important common feature of resting-state models is that the emergence of resting-state functional networks is obtained when the model parameters are such that the system operates at the edge of a bifurcation. At this critical working point, the global network dynamics reveals correlation patterns that are spatially shaped by the underlying anatomical structure, leading to an optimal fit with the empirical BOLD functional connectivity. However, new insights coming from recent studies, including faster oscillatory dynamics and non-stationary functional connectivity, must be taken into account in future models to fully understand the network mechanisms leading to the resting-state activity."
226,"Gustavo Deco, Morten L Kringelbach, Morten L Kringelbach",Great expectations: using whole-brain computational connectomics for understanding neuropsychiatric disorders.,2014,Neuron,,Computational and Cognitive Neuroscience,"Psychology, Neuroscience, Neuropsychiatry, Neuroimaging, Network science, Network dynamics, Human brain, Deep brain stimulation, Connectomics, Computational model",http://www.ncbi.nlm.nih.gov/pubmed/25475184,,19,06/05/2020 21:15,Journal article,10.1016/J.NEURON.2014.08.034,,,84,5,892,905,226,37.67,75,3,6,"The study of human brain networks with in vivo neuroimaging has given rise to the field of connectomics, furthered by advances in network science and graph theory informing our understanding of the topology and function of the healthy brain. Here our focus is on the disruption in neuropsychiatric disorders (pathoconnectomics) and how whole-brain computational models can help generate and predict the dynamical interactions and consequences of brain networks over many timescales. We review methods and emerging results that exhibit remarkable accuracy in mapping and predicting both spontaneous and task-based healthy network dynamics. This raises great expectations that whole-brain modeling and computational connectomics may provide an entry point for understanding brain disorders at a causal mechanistic level, and that computational neuropsychiatry can ultimately be leveraged to provide novel, more effective therapeutic interventions, e.g., through drug discovery and new targets for deep brain stimulation. Video Abstract"
127,"Adrian Poncealvarez, Gustavo Deco, Patric Hagmann, Patric Hagmann, Gian Luca Romani, Dante Mantini, Dante Mantini, Maurizzio Corbetta",Resting-State Temporal Synchronization Networks Emerge from Connectivity Topology and Heterogeneity,2015,PLOS Computational Biology,,Computational and Cognitive Neuroscience,"Topology, Synchronization networks, Synchronization, Resting state fMRI, Network model, Functional magnetic resonance imaging, Electroencephalography Phase Synchronization, Default mode network, Brain mapping, Biology",http://europepmc.org/articles/PMC4333573,,30,06/05/2020 21:15,Journal article,10.1371/JOURNAL.PCBI.1004100,,,11,2,,,127,25.4,16,8,5,"Spatial patterns of coherent activity across different brain areas have been identified during the resting-state fluctuations of the brain. However, recent studies indicate that resting-state activity is not stationary, but shows complex temporal dynamics. We were interested in the spatiotemporal dynamics of the phase interactions among resting-state fMRI BOLD signals from human subjects. We found that the global phase synchrony of the BOLD signals evolves on a characteristic ultra-slow (<0.01Hz) time scale, and that its temporal variations reflect the transient formation and dissolution of multiple communities of synchronized brain regions. Synchronized communities reoccurred intermittently in time and across scanning sessions. We found that the synchronization communities relate to previously defined functional networks known to be engaged in sensory-motor or cognitive function, called resting-state networks (RSNs), including the default mode network, the somato-motor network, the visual network, the auditory network, the cognitive control networks, the self-referential network, and combinations of these and other RSNs. We studied the mechanism originating the observed spatiotemporal synchronization dynamics by using a network model of phase oscillators connected through the brain’s anatomical connectivity estimated using diffusion imaging human data. The model consistently approximates the temporal and spatial synchronization patterns of the empirical data, and reveals that multiple clusters that transiently synchronize and desynchronize emerge from the complex topology of anatomical connections, provided that oscillators are heterogeneous."
255,"Gustavo Deco, Giulio Tononi, Melanie Boly, Morten L Kringelbach, Morten L Kringelbach",Rethinking segregation and integration: contributions of whole-brain modelling,2015,Nature Reviews Neuroscience,,Computational and Cognitive Neuroscience,"Psychology, Neuroscience, Neuroimaging, Functional magnetic resonance imaging, Diffusion MRI, Developmental psychology, Cognition",http://www.nature.com/articles/nrn3963,,13,06/05/2020 21:15,Journal article,10.1038/NRN3963,,,16,7,430,439,255,51,51,5,5,"The brain balances the segregation and integration of incoming information to facilitate flexible cognition and behaviour. In this Opinion article, Deco and colleagues argue that whole-brain computational modelling based on neuroimaging data can provide insights into these segregation and integration processes."
271,"Enrique C A Hansen, Demian Battaglia, Andreas Spiegler, Gustavo Deco, Viktor K Jirsa",Functional connectivity dynamics: Modeling the switching behavior of the resting state,2015,NeuroImage,,Computational and Cognitive Neuroscience,"Tractography, Stochastic modelling, Resting state fMRI, Psychology, Predictability, Neuroscience, Neural activity, Functional connectivity, Computational model, Basic research",http://pubman.mpdl.mpg.de/pubman/item/escidoc:2247258,,11,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2014.11.001,,,105,,525,535,271,54.2,54,5,5,"Abstract Functional connectivity (FC) sheds light on the interactions between different brain regions. Besides basic research, it is clinically relevant for applications in Alzheimer's disease, schizophrenia, presurgical planning, epilepsy, and traumatic brain injury. Simulations of whole-brain mean-field computational models with realistic connectivity determined by tractography studies enable us to reproduce with accuracy aspects of average FC in the resting state. Most computational studies, however, did not address the prominent non-stationarity in resting state FC, which may result in large intra- and inter-subject variability and thus preclude an accurate individual predictability. Here we show that this non-stationarity reveals a rich structure, characterized by rapid transitions switching between a few discrete FC states. We also show that computational models optimized to fit time-averaged FC do not reproduce these spontaneous state transitions and, thus, are not qualitatively superior to simplified linear stochastic models, which account for the effects of structure alone. We then demonstrate that a slight enhancement of the non-linearity of the network nodes is sufficient to broaden the repertoire of possible network behaviors, leading to modes of fluctuations, reminiscent of some of the most frequently observed Resting State Networks. Because of the noise-driven exploration of this repertoire, the dynamics of FC qualitatively change now and display non-stationary switching similar to empirical resting state recordings (Functional Connectivity Dynamics (FCD)). Thus FCD bear promise to serve as a better biomarker of resting state neural activity and of its pathologic alterations."
135,"Gustavo Deco, Morten L Kringelbach, Morten L Kringelbach",Metastability and Coherence: Extending the Communication through Coherence Hypothesis Using A Whole-Brain Computational Perspective,2016,Trends in Neurosciences,,Computational and Cognitive Neuroscience,"Repertoire, Psychology, Neuroscience, Multimodal neuroimaging, Metastability, Coherence (physics)",https://research.monash.edu/en/publications/metastability-and-coherence-extending-the-communication-through-c,,43,06/05/2020 21:15,Journal article,10.1016/J.TINS.2016.01.001,,,39,3,125,135,135,33.75,45,3,4,"Understanding the mechanisms for communication in the brain remains one of the most challenging scientific questions. The communication through coherence (CTC) hypothesis was originally proposed 10 years ago, stating that two groups of neurons communicate most effectively when their excitability fluctuations are coordinated in time (i.e., coherent), and this control by cortical coherence is a fundamental brain mechanism for large-scale, distant communication. In light of new evidence from whole-brain computational modelling of multimodal neuroimaging data, we link CTC to the concept of metastability, which refers to a rich exploration of the functional repertoire made possible by the underlying structural whole-brain connectivity."
313,"Rikkert Hindriks, Mohit H Adhikari, Yusuke Murayama, Marco Ganzetti, Marco Ganzetti, Dante Mantini, Dante Mantini, N K Logothetis, Gustavo Deco",Can sliding-window correlations reveal dynamic functional connectivity in resting-state fMRI?,2016,NeuroImage,,Computational and Cognitive Neuroscience,"Surrogate data, Statistical hypothesis testing, Sliding window protocol, Resting state fMRI, Pattern recognition, Neuroimaging, Functional magnetic resonance imaging, Dynamic functional connectivity, Data mining, Computer science, Cognitive psychology, Brain mapping, Artificial intelligence",http://europepmc.org/articles/PMC4758830,,9,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2015.11.055,,,127,,242,256,313,78.25,35,9,4,"During the last several years, the focus of research on resting-state functional magnetic resonance imaging (fMRI) has shifted from the analysis of functional connectivity averaged over the duration of scanning sessions to the analysis of changes of functional connectivity within sessions. Although several studies have reported the presence of dynamic functional connectivity (dFC), statistical assessment of the results is not always carried out in a sound way and, in some studies, is even omitted. In this study, we explain why appropriate statistical tests are needed to detect dFC, we describe how they can be carried out and how to assess the performance of dFC measures, and we illustrate the methodology using spontaneous blood-oxygen level-dependent (BOLD) fMRI recordings of macaque monkeys under general anesthesia and in human subjects under resting-state conditions. We mainly focus on sliding-window correlations since these are most widely used in assessing dFC, but also consider a recently proposed non-linear measure. The simulations and methodology, however, are general and can be applied to any measure. The results are twofold. First, through simulations, we show that in typical resting-state sessions of 10 min, it is almost impossible to detect dFC using sliding-window correlations. This prediction is validated by both the macaque and the human data: in none of the individual recording sessions was evidence for dFC found. Second, detection power can be considerably increased by session- or subject-averaging of the measures. In doing so, we found that most of the functional connections are in fact dynamic. With this study, we hope to raise awareness of the statistical pitfalls in the assessment of dFC and how they can be avoided by using appropriate statistical methods."
33,"Mario Pannunzi, Rikkert Hindriks, Ruggero G Bettinardi, Elisabeth Wenger, Nina Lisofsky, Johan Martensson, Johan Martensson, Oisin Butler, Elisa Filevich, Maxi Becker, Martyna Lochstet, Simone Kuhn, Gustavo Deco",Resting-state fMRI correlations: From link-wise unreliability to whole brain stability,2017,NeuroImage,,Computational and Cognitive Neuroscience,"Resting state fMRI, Psychology, Population, Pattern recognition, Functional connectivity, Cognitive psychology, Artificial intelligence",http://portal.research.lu.se/portal/sv/publications/restingstate-fmri-correlations(2114b4c3-5dfb-44fd-84e0-ba2c4b11b779).html,,110,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2017.06.006,,,157,,250,262,33,11,3,13,3,"The functional architecture of spontaneous BOLD fluctuations has been characterized in detail by numerous studies, demonstrating its potential relevance as a biomarker. However, the systematic investigation of its consistency is still in its infancy. Here, we analyze within- and between-subject variability and test-retest reliability of resting-state functional connectivity (FC) in a unique data set comprising multiple fMRI scans (42) from 5 subjects, and 50 single scans from 50 subjects. We adopt a statistical framework that enables us to identify different sources of variability in FC. We show that the low reliability of single links can be significantly improved by using multiple scans per subject. Moreover, in contrast to earlier studies, we show that spatial heterogeneity in FC reliability is not significant. Finally, we demonstrate that despite the low reliability of individual links, the information carried by the whole-brain FC matrix is robust and can be used as a functional fingerprint to identify individual subjects from the population."
33,"Mario Senden, Niels Reuter, Martijn P Van Den Heuvel, Rainer Goebel, Rainer Goebel, Gustavo Deco",Cortical rich club regions can organize state-dependent functional network formation by engaging in oscillatory behavior,2017,NeuroImage,,Computational and Cognitive Neuroscience,"Psychology, Neuroscience, Multistability, Information processing, Connectome, Cognitive neuroscience, Cognition",http://europepmc.org/abstract/MED/27989843,,111,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2016.10.044,,,146,,561,574,33,11,6,6,3,"Cognition is hypothesized to require the globally coordinated, functionally relevant integration of otherwise segregated information processing carried out by specialized brain regions. Studies of the macroscopic connectome as well as recent neuroimaging and neuromodeling research have suggested a densely connected collective of cortical hubs, termed the rich club, to provide a central workspace for such integration. In order for rich club regions to fulfill this role they must dispose of a dynamic mechanism by which they can actively shape networks of brain regions whose information processing needs to be integrated. A potential candidate for such a mechanism comes in the form of oscillations which might be employed to establish communication channels among relevant brain regions. We explore this possibility using an integrative approach combining whole-brain computational modeling with neuroimaging, wherein we investigate the local dynamics model brain regions need to exhibit in order to fit (dynamic) network behavior empirically observed for resting as well as a range of task states. We find that rich club regions largely exhibit oscillations during task performance but not during rest. Furthermore, oscillations exhibited by rich club regions can harmonize a set of asynchronous brain regions thus supporting functional coupling among them. These findings are in line with the hypothesis that the rich club can actively shape integration using oscillations."
34,"Selen Atasoy, Leor Roseman, Mendel Kaelen, Morten L Kringelbach, Morten L Kringelbach, Gustavo Deco, Robin L Carhartharris",Connectome-harmonic decomposition of human brain activity reveals dynamical repertoire re-organization under LSD,2017,Scientific Reports,,Computational and Cognitive Neuroscience,"Repertoire, Neuroscience, Human brain, Connectome, Brain state, Biology",http://europepmc.org/articles/PMC5732294,,103,06/05/2020 21:15,Journal article,10.1038/S41598-017-17546-0,,,7,1,17661,17661,34,11.33,5,7,3,"Recent studies have started to elucidate the effects of lysergic acid diethylamide (LSD) on the human brain but the underlying dynamics are not yet fully understood. Here we used ’connectome-harmonic decomposition’, a novel method to investigate the dynamical changes in brain states. We found that LSD alters the energy and the power of individual harmonic brain states in a frequency-selective manner. Remarkably, this leads to an expansion of the repertoire of active brain states, suggestive of a general re-organization of brain dynamics given the non-random increase in co-activation across frequencies. Interestingly, the frequency distribution of the active repertoire of brain states under LSD closely follows power-laws indicating a re-organization of the dynamics at the edge of criticality. Beyond the present findings, these methods open up for a better understanding of the complex brain dynamics in health and disease."
69,"Gustavo Deco, Joana Cabral, Joana Cabral, Mark W Woolrich, Angus B A Stevner, Angus B A Stevner, Tim J Van Hartevelt, Tim J Van Hartevelt, Morten L Kringelbach, Morten L Kringelbach",Cognitive performance in healthy older adults relates to spontaneous switching between states of functional connectivity during rest,2017,NeuroImage,,Computational and Cognitive Neuroscience,"Statistical physics, Signal generator, Psychology, Oscillation, Network model, Brain activity and meditation, Hopf bifurcation, Radio spectrum, ",http://europepmc.org/abstract/MED/28315461,,81,06/05/2020 21:15,Journal article,10.1016/J.NEUROIMAGE.2017.03.023,,,152,,538,550,69,23,7,10,3,"Abstract During rest, envelopes of band-limited on-going MEG signals co-vary across the brain in consistent patterns, which have been related to resting-state networks measured with fMRI. To investigate the genesis of such envelope correlations, we consider a whole-brain network model assuming two distinct fundamental scenarios: one where each brain area generates oscillations in a single frequency, and a novel one where each brain area can generate oscillations in multiple frequency bands. The models share, as a common generator of damped oscillations, the normal form of a supercritical Hopf bifurcation operating at the critical border between the steady state and the oscillatory regime. The envelopes of the simulated signals are compared with empirical MEG data using new methods to analyse the envelope dynamics in terms of their phase coherence and stability across the spectrum of carrier frequencies. Considering the whole-brain model with a single frequency generator in each brain area, we obtain the best fit with the empirical MEG data when the fundamental frequency is tuned at 12 Hz. However, when multiple frequency generators are placed at each local brain area, we obtain an improved fit of the spatio-temporal structure of on-going MEG data across all frequency bands. Our results indicate that the brain is likely to operate on multiple frequency channels during rest, introducing a novel dimension for future models of large-scale brain activity."
