Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract
0,"VM Saenger Amoore, J Kahan, T Foltynie…","Uncovering the underlying mechanisms and whole-brain dynamics of deep brain stimulation for Parkinson's disease",2017,"… Reports. 2017 Aug …","repositori.upf.edu","https://repositori.upf.edu/handle/10230/37092","",447,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,4,3,"Deep brain stimulation (DBS) for Parkinson's disease is a highly effective treatment in controlling otherwise debilitating symptoms. Yet the underlying brain mechanisms are currently not well understood. Whole-brain computational modeling was used to disclose the …"
0,"PV Díaz, G Deco","STUDYING THE RELAPSING DYNAMICS OF MAJOR DEPRESSION THROUGH NETWORK ANALYSIS OF FMRI CONNECTIVITY MAPS: IMPLICATIONS FOR …",,"pdfs.semanticscholar.org","","https://pdfs.semanticscholar.org/f6fe/615e518478b1d6f4b8dd33403a86c5c12ccd.pdf","",448,"2020-04-30 13:05:27","PDF","","","",,,,,0,0.00,0,2,,"1. Summary Subproject 1: Main objective: The objective of this study was to analyse the network of the functional connectivity map supporting mood disorders: major depressive disorder (MDD) and bipolar disease (BD). The specific aims were: 1) to reverse engineer the …"
0,"ML Kringelbach, G Deco","Exploring mechanisms of spontaneous MEG functional connectivity: 2 How delayed network interactions lead to structured amplitude 3 envelopes of band …",,"","","","",449,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,2,,""
0,"G Deco, ET Rolls","Stochastic neurodynamical computation of brain functions",2009,"Computational Modelling in Behavioural …","Psychology Press","","",450,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,2,11,""
0,"A Insabato, M Pannunzi…","Neurodynamical model of confidence decision-making in LIP",2011,"BMC …","bmcneurosci.biomedcentral.com","https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-12-S1-P65","",451,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,9,"Decision confidence, the degree of certainty to which a subject believes his choice is correct, is an emerging subject in neuroscience. On one hand it is a fundamental component of our subjective conscious experience. On the other hand it is crucial to many cognitive functions …"
0,"S Atasoy, G Deco, ML Kringelbach","Harmonic waves as the fundamental principle underlying temporo-spatial dynamics of brain and mind: Comment on"" Is temporo-spatial dynamics the"" common …",2019,"Physics of life reviews","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pubmed/31629673","",452,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,1,"Author information: (1)Department of Psychiatry, University of Oxford, Oxford, United Kingdom; Center of Music in the Brain (MIB), Clinical Medicine, Aarhus University, Denmark. Electronic address: selen.atasoy@psych.ox.ac.uk. (2)Center of Brain and Cognition, Universitat …"
0,"J Larsson, F Vera, N Sebastian-Galles…","Neurodynamical Modelling of Long-Term Plasticity in Speech Perception",2005,"ISCA Workshop on …","isca-speech.org","https://www.isca-speech.org/archive_open/psp_2005/psp5_232.html","",453,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,4,15,"In an auditory lexical decision task experiment, the performances of highly proficient early Spanish-Catalan and Catalan-Spanish bilinguals were contrasted using Catalan materials (Sebastian-Galles et al. 2005, JML). In this task, two types of experimental non-words were …"
0,"G Deco, B Schürmann","Statistical Structure Extraction in Dynamical Systems: Parametric Formulation",2001,"Information Dynamics","Springer","https://link.springer.com/chapter/10.1007/978-1-4613-0127-1_3","",454,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,2,19,"The dynamics underlying a time series can be extracted parametrically by learning the statistical dependencies observed in the measured data. In the parametric formulation, the goal is to model the observed process; that is, to extract the underlying statistical structure …"
0,"J Cabral, TJ van Hartevelt…","Modelling the dynamical impact of inter-subject structural variability in resting-state functional networks",2012,"Annual Society for …","forskningsdatabasen.dk","https://www.forskningsdatabasen.dk/en/catalog/2389263276","",455,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,3,8,""
0,"A Buehlmann, G Deco","Attentional modulation in a two-layer system",2007,"BMC neuroscience","Springer","https://link.springer.com/article/10.1186/1471-2202-8-S2-P39","",456,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,2,13,"Experimental works have shown that the attentional modulation of firing rates increases along the visual pathway. It has also been shown that attention modulates the gamma-frequency synchronisation. In electrophysiological experiments, these modulations have …"
0,"VM Saenger Amoore, A Ponce-Alvarez…","Linking entropy at rest with the underlying structural connectivity in the healthy and lesioned brain",2017,"Cerebral cortex. 2017 …","repositori.upf.edu","https://repositori.upf.edu/handle/10230/32567","",457,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,3,"The brain is a network that mediates information processing through a wide range of states. The extent of state diversity is a reflection of the entropy of the network. Here we measured the entropy of brain regions (nodes) in empirical and modeled functional networks …"
0,"C Van Der Togt, L Stănişor, A Pooresmaeili…","Learning a new selection rule in visual and frontal cortex",2016,"Cerebral …","academic.oup.com","https://academic.oup.com/cercor/article-abstract/26/8/3611/2366794","",458,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,4,4,"How do you make a decision if you do not know the rules of the game? Models of sensory decision-making suggest that choices are slow if evidence is weak, but they may only apply if the subject knows the task rules. Here, we asked how the learning of a new rule influences …"
0,"G Deco, B Schürmann","Applications: Parametric Characterization of Time Series",2001,"Information Dynamics","Springer","https://link.springer.com/chapter/10.1007/978-1-4613-0127-1_4","",459,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,2,19,"In this chapter, we focus on the application of the parametric methods, basically neural network-based models, exposed in the last chapter to the modeling of time series. We will consider artificial and real-world data, such as biomedical time series and chaotic …"
0,"HS García, M Pannunzi, A Ayneto, G Deco…","“If you are good, I get better”: the role of social hierarchy in perceptual decision-making",,"","","","",460,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,5,,""
1,"R Hindriks, R Mantini, N Gravel, G Deco","Latency analysis of resting-state BOLD-fMRI reveals traveling waves in visual cortex linking task-positive and task-negative networks",2019,"NeuroImage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811919304926","https://scholar.google.com/scholar?cites=9250527506325170173&as_sdt=2005&sciodt=0,5&hl=en",461,"2020-04-30 13:05:27","","","","",,,,,1,1.00,0,4,1,"Due to the low temporal resolution of BOLD-fMRI, imaging studies on human brain function have almost exclusively focused on instantaneous correlations within the data. Developments in hardware and acquisition protocols, however, are offering data with higher …"
0,"G Deco, TS Lee","Cortical Architecture for the Organization of Spatial and Object Attention",,"cnbc.cmu.edu","","http://www.cnbc.cmu.edu/~tai/deco/jcn/jcn.pdf","",462,"2020-04-30 13:05:27","PDF","","","",,,,,0,0.00,0,2,,"This paper presents a model of the potential role of the early visual cortex in mediating the interaction of information processing in the dorsal and ventral streams. The model is inspired by a number of recent neurophysiological studies reporting delayed contextual modulations …"
0,"IP Ipiña, PD Kehoe, M Kringelbach, H Laufs, A Ibañez…","Modeling regional changes in dynamic stability during sleep and wakefulness",2020,"NeuroImage","Elsevier","https://www.sciencedirect.com/science/article/pii/S1053811920303207","",463,"2020-04-30 13:05:27","HTML","","","",,,,,0,0.00,0,6,1,"Global brain states are frequently placed within a unidimensional continuum by correlational studies, ranging from states of deep unconsciousness to ordinary wakefulness. An alternative is their multidimensional and mechanistic characterization in terms of different …"
0,"J Vohryzek, G Deco, B Cessac, ML Kringelbach…","Ghost attractors in spontaneous brain activity: wandering in a repertoire of functionally relevant BOLD phase-locking solutions",2020,"Frontiers in Systems …","Frontiers","","",464,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,5,1,""
0,"SG Surampudi, J Misra, G Deco, RB Surampudi…","Temporal Multiple Kernel Learning (tMKL) model for predicting resting state FC via characterizing fMRI connectivity dynamics",2018,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/367276v1.abstract","",465,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,5,2,"Over the last decade there has been growing interest in understanding the brain activity in the absence of any task or stimulus captured by the resting-state functional magnetic resonance imaging (rsfMRI). These resting state patterns are not static, but exhibit complex …"
0,"ET ROLLS, G DECO","The perception of multiple objects: A connectionist approach The perception of multiple objects: A connectionist approach, 1991",1991,"ci.nii.ac.jp","","https://ci.nii.ac.jp/naid/10018424049/","",466,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,2,29,"CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …"
0,"B Nierula, M Maselli, M Jamshidi Idaji…","Processing of visual and tactile stimuli during high and low body ownership illusion",2018,"6th Mind, Brain & Body …","pure.mpg.de","https://pure.mpg.de/pubman/faces/ViewItemOverviewPage.jsp?itemId=item_3165013","",467,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,4,2,"Author: Nierula, Birgit et al.; Genre: Poster; Title: Processing of visual and tactile stimuli during high and low body ownership illusion."
0,"L Albantakis, F Branzi, C Martin, A Costa, G Deco","Changes of mind during binary and multiple-choice decision-making",,"researchgate.net","","https://www.researchgate.net/profile/Larissa_Albantakis/publication/271704590_Changes_of_mind_during_binary_and_multiple-choice_decision-making/links/557079c408ae193af4200124.pdf","",468,"2020-04-30 13:05:27","PDF","","","",,,,,0,0.00,0,5,,"1 Department of Technology, Computational Neuroscience, Universitat Pompeu Fabra, Roc Boronat 138, Barcelona, 08018, Spain 2 Institució Catalana de Recerca i Estudis Avançats (ICREA), Universitat Pompeu Fabra, Passeig Lluís Companys 23, Barcelona, 08010, Spain …"
0,"DJ Lambiotte, G Deco, RL Carhart, ML Harris","Dynamical exploration of the repertoire of brain networks at rest is modulated by psilocybin",,"researchgate.net","","https://www.researchgate.net/profile/Joana_Cabral/publication/333374190_Dynamical_exploration_of_the_repertoire_of_brain_networks_at_rest_is_modulated_by_psilocybin/links/5d25d3de299bf1547ca7ba4a/Dynamical-exploration-of-the-repertoire-of-brain-networks-at-rest-is-modulated-by-psilocybin.pdf","",469,"2020-04-30 13:05:27","PDF","","","",,,,,0,0.00,0,4,,"Growing evidence from the dynamical analysis of functional neuroimaging data suggests that brain function can be understood as the exploration of a repertoire of metastable connectivity patterns ('functional brain networks'), which potentially underlie different mental …"
0,"G Deco","3 Whole brain dynamics and model",2018,"Assessing the impact of machine intelligence on …","arxiv.org","https://arxiv.org/pdf/1806.03192#page=15","",470,"2020-04-30 13:05:27","PDF","","","",,,,,0,0.00,0,1,2,"Whole-brain computational models aim to balance between complexity and realism in order to describe the most important features of the brain in vivo. This balance is extremely difficult to achieve because of the astronomical number of neurons and the underspecified …"
0,"M Pannunzi, AP Banos, AP Bellido, S Soto-Faraco…","Neural mechanisms of audio tactile integration in the flutter range",2011,"BMC neuroscience","Springer","https://link.springer.com/article/10.1186/1471-2202-12-S1-P62","",471,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,5,9,"Unveiling the mechanisms that integrate sensory information from different modalities has become a main aim of psychological research in the last decade. In this project we are interested in the specific case of auditory-tactile interactions in the perception of vibrotactile …"
0,"C SCHITTENKOPF, G DECO, W BRAUER","Wiley Series in Telecommunications: Elements of Information Theory Wiley Series in Telecommunications: Elements of Information Theory, 1991",1991,"ci.nii.ac.jp","","https://ci.nii.ac.jp/naid/10008951225/","",472,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,3,29,"CiNii 国立情報学研究所 学術情報ナビゲータ[サイニィ]. メニュー 検索 …"
0,"M Hallett, W de Haan, G Deco, R Dengler…","Human Brain Connectivity: Clinical Applications for Clinical Neurophysiology",2020,"Clinical …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1388245720301371","",473,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,5,1,"This manuscript is the second part of a two-part description of the current status of understanding of the network function of the brain in health and disease. We start with the concept that brain function can be understood only by understanding its networks, how and …"
0,"B Sahoo, A Pathak, G Deco, A Banerjee, D Roy","Lifespan driven reorganization of the global network dynamics unfold on a multifrequency landscape",2018,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/504589v1.abstract","",474,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,5,2,"Cognitive processes are mediated by communication among multiple brain areas that individually exhibit oscillatory neuro-electromagnetic signals emerging from a cascade of complex physiological processes. Several studies have reported that aging changes the …"
0,"G Deco","Recent Advances in Computational Neurosciences: The Resting State of the Brain",,"","","","",475,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,1,,""
0,"M Loh, RG Andrzejak, G Deco","Analysis of coupled decision-making modules for multisensory integration",2007,"BMC …","bmcneurosci.biomedcentral.com","https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-8-S2-P19","",476,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,13,"We were interested in how two coupled decision-making modules behave. This is for example interesting in multisensory integration, in which both auditory and visual precepts have to be integrated into one common percept. We used a biophysically realistic neural …"
0,"G Deco, J Cabral, MW Woolrich, ABA Stevner…","Single or Multi-Frequency Generators in On-going Brain Activity",,"biorxiv.org","","https://www.biorxiv.org/content/10.1101/084103v2.full.pdf","",477,"2020-04-30 13:05:27","PDF","","","",,,,,0,0.00,0,5,,"During rest, envelopes of band-limited on-going MEG signals co-vary across the brain in consistent patterns, which have been related to resting-state networks measured with fMRI. To investigate the genesis of such envelope correlations, we consider a whole-brain …"
0,"A Stemme, G Deco, E Lang","Understanding brain plasticity in perceptual learning",2009,"BMC Neuroscience","bmcneurosci.biomedcentral.com","https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-10-S1-P216","",478,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,11,"The perception of motion is thought to be highly associated with neuronal activity in the medial temporal lobe as confirmed in a range of studies. In a current project we aim to investigate perceptual learning in the context of an experimental task using coherently …"
0,"G Deco","The dynamics of resting fluctuations in the brain",2015,"BMC neuroscience","bmcneurosci.biomedcentral.com","https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-16-S1-A2","",479,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,1,5,"The grand average functional connectivity (FC) of a resting brain captures properly the well-structured spatial correlations between different brain areas. Whole-brainmodels explicitly linking spontaneous local neuronal dynamics with the tractography based anatomical …"
0,"M Loh, ET Rolls, G Deco","Local Cortical Dynamics Related to Mental Illnesses",2010,"Systems Biology in Psychiatric …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9783527630271.ch15","",480,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,3,10,"This chapter contains sections titled: Introduction A Recurrent Neural Network Concept of an Attractor Network Noise and Stability Mental Illnesses Outlook References"
0,"M Vila-Vidal, A Principe, M Ley, G Deco, A Tauste…","Supplementary information Detection of recurrent activation patterns across focal seizures: Application to seizure onset zone identification",,"","","","",481,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,6,,""
0,"C Bauermeister, G Deco, J Braun","Microscopic recruitment of network spikes in recurrent networks with synaptic short-term plasticity",,"frontiersin.org","","https://www.frontiersin.org/10.3389/conf.fncom.2012.55.00182/event_abstract","",482,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,,"Recurrent networks with synaptic short-term plasticity show intermittent states of high activity in which virtually all neurons fire simultaneously (“network spikes”). A subpopulation of neurons with low to intermediate activity is instrumental in triggering such network spikes …"
0,"J Cabral, G Deco","Spontaneous Activity, Models of.",2014,"","","","",483,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,2,6,""
0,"G Deco, J Cabral, MW Woolrich, ABA Stevner…","Single or Multi-Frequency Generators in On-going Brain Activity: a Mechanistic Whole-Brain Model following empirical MEG evidences",2016,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/084103v1.full-text","",484,"2020-04-30 13:05:27","HTML","","","",,,,,0,0.00,0,5,4,"During rest, envelopes of band-limited on-going MEG signals co-vary across the brain in consistent patterns, which have been related to resting-state fMRI functional networks. To investigate the genesis of such envelope correlations, we consider a whole-brain network …"
0,"D Martí, A Ledberg, G Deco","Nonlinear diffusion models of detection",2008,"BMC Neuroscience","bmcneurosci.biomedcentral.com","https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-9-S1-P77","",485,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,12,"Behavioral and neuronal responses in simple detection tasks vary across repetitions under the same stimulus conditions. The probabilistic nature of both types of response is specially manifest when the intensity of the stimulus is close to the detection threshold. A recent study …"
0,"T Masquelier, E Hugues, G Deco, S Thorpe","Low frequency oscillations facilitate STDP-based pattern learning and decoding",,"frontiersin.org","","https://www.frontiersin.org/10.3389/conf.neuro.06.2009.03.024/event_abstract","",486,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,4,,"Recent experiments have established that information can be encoded in the spike times of some neurons relative to the phase of a background low frequency (1-10 Hz) LFP oscillation [1, 2, 3]-a phenomenon referred to as “phase-of-firing coding”(PoFC)[3]. These firing phase …"
0,"F Ramirez, R Hauser, D Henshall, F Lubin…","Scheduled to Appear in an Upcoming Issue of The Neuroscientist",,"journals.sagepub.com","","https://journals.sagepub.com/doi/pdf/10.1177/1073858417746800","",487,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,5,,"Orientation encoding and viewpoint invariance in face recognition: Inferring neural properties from large-scale signals Fernando Ramirez … The subventricular zone: A key player in human neocortical devel- opment J. Albert Ortega, Fani Memi, Neven Radonjic, Radmila Filipovic, Inseyah …"
0,"JRB Cabral, H Luckhoo, M Woolrich…","Exploring mechanisms of spontaneous functional connectivity in MEG:/nHow delayed network interactions lead to structured amplitude/nenvelopes of band-pass …",2014,"… . 2014 Apr; 90: 423 …","repositori.upf.edu","https://repositori.upf.edu/handle/10230/23081","",488,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,4,6,"Spontaneous (or resting-state) brain activity has attracted a growing body of neuroimaging research over the last/ndecades. Whole-brain networkmodels have proved helpful to investigate the source of slow (b0. 1 Hz) correlated/nhemodynamic fluctuations revealed in …"
0,"C Schittenkopf, G Deco","A nonlinear markovian characterization of time series using neural networks",1997,"Foundations of Computer Science","Springer","https://link.springer.com/chapter/10.1007/BFb0052117","",489,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,2,23,"The goal of our approach is the determination of the order of the Markov process which explains the statistical dependencies of an observed time series. Our method measures the information flow of the time series indirectly via higher order cumulants considering linear …"
0,"A Naskar, A Vattikonda, G Deco, D Roy, A Banerjee","Multiscale dynamic mean field (MDMF) model to relate resting state brain dynamics with local cortical excitatory-inhibitory neurotransmitter homeostasis in health and …",2018,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/390716v1.abstract","",490,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,5,2,"The spontaneous neuronal activity of human brain shows highly structured spatio-temporal pattern, designated as resting state network. Previous neuro-computational studies have established the connection of spontaneous resting state activity with neuronal ensembles …"
0,"G Deco, ET Rolls","'lnstitucio Catalana de Recerca i EstudisAvangats (1CREA) Universitat Pompeu Fabra Passeig de Circumval. lacid, 8 08003 Barcelona, Spain",2007,"Cooperative Behavior in Neural …","American Inst. of Physics","","",491,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,2,13,""
2,"A Costa, M Pannunzi, G Deco…","Does Bilingualism Alter Lexical Structure? Response to Oppenheim, Wu, and Thierry (2018)",2019,"Cognitive science","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/cogs.12707","https://scholar.google.com/scholar?cites=1281940327404241689&as_sdt=2005&sciodt=0,5&hl=en",492,"2020-04-30 13:05:27","CITATION","","","",,,,,2,2.00,1,4,1,"An influential claim in recent work on bilingualism is that bilinguals reading words entirely in their non-native language (L2) activate their native language (L1) translations (Thierry & Wu, 2007). In Costa et al.(2017), we argued that the experimental results used to support such a …"
0,"YS Perl, C Pallacivini, IP Ipina, ML Kringelbach…","Data augmentation based on dynamical systems for the classification of brain states",2020,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/2020.01.08.898999v1.abstract","",493,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,5,1,"The application of machine learning algorithms to neuroimaging data shows great promise for the classification of physiological and pathological brain states. However, classifiers trained on high dimensional data are prone to overfitting, especially for a low number of …"
0,"TJ van Hartevelt, J Cabral, A Møller…","First evidence of neural mechanisms of Hebbian changes in white matter tracts induced by long-term deep brain stimulation",2014,"Society for …","forskningsdatabasen.dk","https://www.forskningsdatabasen.dk/en/catalog/2410017393","",494,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,4,6,"Close Department of Psychiatry, University of Oxford, Oxford, United Kingdom ; Center of Brain and Cognition, Theoretical and Computational Neuroscience Group, Universitat Pompeu Fabra, Barcelona, Spain … Close Nuffield Department of Surgical Sciences, John Radcliffe …"
0,"G Deco, B Schürmann","Statistical Structure Extraction in Dynamical Systems: Nonparametric Formulation",2001,"Information Dynamics","Springer","https://link.springer.com/chapter/10.1007/978-1-4613-0127-1_5","",495,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,2,19,"In the previous two chapters, we have analyzed the problem of extracting and characterizing the statistical structure that underlies an observed set of data from the point of view of a parametric formulation. In this chapter, we present a nonparametric formalism for the …"
0,"G Deco, D Obradovic","Supervised Learning and Statistical Estimation",1996,"An Information-Theoretic Approach to Neural …","Springer","https://link.springer.com/chapter/10.1007/978-1-4612-4016-7_7","",496,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,2,24,"Supervised learning is characterized by the presence of a teacher—training inputs are provided with the desired outputs. Hence, the neural network to be trained can be viewed as a parameterized mapping from a known input to the output which should be “as close as …"
0,"L Paz, A Insabato, A Zylberberg, G Deco, M Sigman","Supplementary Information. Confidence through consensus: a neural mechanism for uncertainty monitoring",,"","","","",497,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,5,,""
0,"G Deco, E Rolls, B Horwitz","Integrating fMRI and Single-Cell Analyses of Visual Working Memory in a Computational Model: Poster number: 390",2003,"Neuroimage","","","",498,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,3,17,""
0,"G Deco, PE Roland, CC Hilgetag","Cortico-cortical Communication Dynamics",2014,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=vBeaBQAAQBAJ&oi=fnd&pg=PP1&dq=%22gustavo+deco%22&ots=msJCish57X&sig=VFPh4uFadhnAiZEeSDstG51rCRo","",499,"2020-04-30 13:05:27","BOOK","","","",,,,,0,0.00,0,3,6,"All content included on this site, such as text, graphics, logos, button icons, images, video/audio clips, downloads, data compilations and software, is the property of or is licensed to Frontiers Media SA (“Frontiers”) or its licensees and/or subcontractors. The …"
0,"E Hugues, CSN de Brito…","A model of perceptual discrimination under sequential sensory evidence",2013,"BMC …","bmcneurosci.biomedcentral.com","https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-14-S1-P102","",500,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,7,"Perceptual discrimination may be interpreted as a decision between alternatives based on available sensory evidence. In many experiments, the different alternatives are encoded by quite distinct neuronal groups. In this case, proposed neural models consider that the …"
0,"G Deco, B Schtirmann","Unsupervised Neural Modeling of Chaotic Time Series",1995,"Proceedings of the 1995 World Congress on …","Routledge","","",501,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,2,25,""
0,"R Kaplan, G Deco","Does the default network represent the 'model'in model-based decision-making?",2016,"25th International Conference on Artificial …","research.monash.edu","https://research.monash.edu/en/publications/does-the-default-network-represent-the-model-in-model-based-decis","",502,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,2,4,"The past decade has witnessed a rapid growth in the amount of human brain imaging papers investigating what goes on while we are at rest and other internally directed mental states. In parallel, the field of decision-making has investigated how these same medial …"
0,"M Gilson, A Ponce-Alvarez…","Role of external stimulation in shaping evoked activity in a macroscopic model of cortex",2014,"BMC …","bmcneurosci.biomedcentral.com","https://bmcneurosci.biomedcentral.com/articles/10.1186/1471-2202-15-S1-P175","",503,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,6,"The activity of the brain exhibits stereotypical patterns at various temporal and spatial scales. Novel techniques such as functional magnetic resonance imaging (fMRI) allow the simultaneous recording of the macroscopic activity from all brain regions while subjects …"
0,"G Deco, B Schiirmann","a PHYSIGAiiJ is",,"","","","",504,"2020-04-30 13:05:27","CITATION","","","",,,,,0,0.00,0,2,,""
0,"A Ponce-Alvarez, M Lechón, A Griffa…","Spatial and temporal patterns of ongoing cortical activity at rest",2012,"… on Resting State Brain …","serval.unil.ch","https://serval.unil.ch/resource/serval:BIB_3D98B8528A1E.P001/REF.pdf","",505,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,4,8,"1: Theoretical and Computational Neuroscience, Center for Brain and Cognition, University Pompeu Fabra, Barcelona, Spain. 2: Department of Radiology, Lausanne University Hospital (CHUV), Lausanne, Switzerland. 3: Signal Processing Lab 5, Ecole Polytechnique …"
0,"E Hugues, JR Vidal, JP Lachaux…","Brain Dynamics at Rest: How Structure Shapes Dynamics",2013,"Multiscale Analysis and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/9783527671632.ch10","",506,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,4,7,"Neural activity at rest exhibits prominent alpha oscillations, which has been well established by using electroencephalography (EEG) and magnetoencephalography (MEG) techniques. More recently in humans, data obtained by using blood‐oxygen‐level‐dependent functional …"
0,"G Deco, VK Jirsa, AR McIntosh",""" Resting brains never rest: Computational insights into potential cognitive architectures"": Correction.",2018,"","psycnet.apa.org","https://psycnet.apa.org/record/2018-08875-007","",507,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,3,2,"Reports an error in"" Resting brains never rest: Computational insights into potential cognitive architectures"" by Gustavo Deco, Viktor K. Jirsa and Anthony R. McIntosh (Trends in Neurosciences, 2013 [May], Vol 36 [5], 268-274). In the original article, due to an oversight in …"
0,"J Cabral, G Deco, M Kringelbach","Novel fingerprinting method characterizes the necessary and sufficient structural connectivity from deep brain stimulation electrodes for a successful outcome",,"academia.edu","","https://www.academia.edu/download/36697273/2014d-_Novel_Fingerprinting_Method.pdf","",508,"2020-04-30 13:05:27","PDF","","","",,,,,0,0.00,0,3,,"Deep brain stimulation (DBS) is a remarkably effective clinical tool, used primarily for movement disorders. DBS relies on precise targeting of specific brain regions to rebalance the oscillatory behaviour of whole-brain neural networks. Traditionally, DBS targeting has …"
0,"E Mavritsaki, GW Humphreys, D Heinke…","Modelling Neuropsychological Deficits with a Spiking Neural Network",2008,"Advances in Cognitive …","books.google.com","https://books.google.com/books?hl=en&lr=&id=r_uHAwAAQBAJ&oi=fnd&pg=PA150&dq=%22gustavo+deco%22&ots=TakcS6h_DX&sig=pkY4BEaH4L5ANxoDma8QUSclAc8","",509,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,4,12,"D amage to the posterior parietal cortex (PPC) in humans can lead to a variety of spatial and non-spatial processing disorders including clinical deficits such as Balint's syndrome (after bilateral lesions), unilateral neglect, and extinction (after unilateral lesions). However …"
0,"K Glomb, A Ponce-Alvarez, M Gilson, P Ritter, G Deco","Robust extraction of spatio-temporal patterns from resting state fMRI",2016,"bioRxiv","biorxiv.org","https://www.biorxiv.org/content/10.1101/089516v1.abstract","",510,"2020-04-30 13:05:27","","","","",,,,,0,0.00,0,5,4,"It is well-established that patterns of functional connectivity (FC)-measures of correlated activity between pairs of voxels or regions observed in the human brain using neuroimaging-are robustly expressed in spontaneous activity during rest. These patterns are not static, but …"
